product_id,product_name,category,sub_category,brand,cost_price,selling_price
1073,Product_73,Clothing,Cosmetics,Nike,648.49,847.1190221284717
1074,Product_74,Beauty,Furniture,Sony,244.24,336.16747734080013
1075,Product_75,Clothing,Shoes,Samsung,491.42,688.3843360857172
1076,Product_76,Electronics,Fitness,Nike,786.75,823.117291950395
1077,Product_77,Sports,Furniture,Apple,713.15,772.8468301875885
1078,Product_78,Sports,Cosmetics,LG,500.6,597.4712711200351
1079,Product_79,Sports,Shoes,LG,727.79,914.9631367307936
1080,Product_80,Beauty,Laptop,Sony,791.89,1001.1255486244653
1081,Product_81,Electronics,Laptop,Puma,607.51,751.4707506982676
1082,Product_82,Beauty,Shoes,Puma,98.74,243.5614560816241
1083,Product_83,Beauty,Cosmetics,Adidas,351.19,341.19
1084,Product_84,Electronics,Shoes,Sony,678.37,702.7999056943631
1085,Product_85,Electronics,Fitness,Adidas,222.93,338.4352068527818
1086,Product_86,Electronics,Fitness,Puma,672.98,922.2179759933852
1087,Product_87,Electronics,Laptop,Sony,140.25,329.1514348597442
1088,Product_88,Sports,Furniture,Sony,85.21,199.6335971715177
1089,Product_89,Home,Cosmetics,Sony,338.07,611.6169418523086
1090,Product_90,Home,Laptop,Puma,77.55,313.8843636858271
1091,Product_91,Electronics,Furniture,Adidas,767.95,862.1207252262855
1092,Product_92,Home,Furniture,Adidas,669.65,870.3311545072007
1093,Product_93,Home,Fitness,Sony,650.58,837.390203892908
1094,Product_94,Electronics,Mobile,Nike,522.33,654.6626159309152
1095,Product_95,Home,Mobile,Samsung,212.24,334.9877021773442
1096,Product_96,Beauty,Shoes,Puma,438.7,554.8969329371971
1097,Product_97,Clothing,Fitness,Samsung,497.96,690.763619350781
1098,Product_98,Clothing,Furniture,Samsung,443.77,587.6447822145874
1099,Product_99,Electronics,Cosmetics,Adidas,245.18,498.10167171039814
1100,Product_100,Sports,Mobile,Adidas,436.44,643.9287325175094
1101,Product_101,Electronics,Furniture,Nike,418.39,457.97084959864156
1102,Product_102,Sports,Mobile,Samsung,797.25,996.4971026718865
1103,Product_103,Clothing,Mobile,Samsung,723.08,819.0012822200517
1104,Product_104,Electronics,Mobile,Sony,397.54,583.5273576629584
1105,Product_105,Beauty,Cosmetics,Adidas,517.2,727.6369407089664
1106,Product_106,Home,Fitness,Samsung,610.9,600.9
1107,Product_107,Sports,Cosmetics,LG,76.15,224.07042056650323
1108,Product_108,Home,Laptop,Nike,721.19,794.480961589339
1109,Product_109,Home,Furniture,LG,695.1,729.7548852202224
1110,Product_110,Electronics,Fitness,LG,393.07,519.0433985760433
1111,Product_111,Home,Fitness,Puma,343.38,465.00439611687773
1112,Product_112,Beauty,Fitness,Puma,254.72,553.454537397192
1113,Product_113,Home,Fitness,Nike,407.51,552.4886583353398
1114,Product_114,Electronics,Cosmetics,LG,83.28,196.67947385221612
1115,Product_115,Beauty,Fitness,Samsung,689.15,871.6830018806688
1116,Product_116,Clothing,Shoes,Adidas,76.57,121.42487035017515
1117,Product_117,Home,Furniture,Nike,296.79,586.0564060673478
1118,Product_118,Electronics,Fitness,Sony,748.69,946.4788127654894
1119,Product_119,Clothing,Furniture,LG,601.41,832.7645895834373
1120,Product_120,Clothing,Shoes,Nike,261.04,328.7738226886969
1121,Product_121,Sports,Shoes,Apple,239.49,374.1437988414571
1122,Product_122,Beauty,Furniture,Apple,53.81,192.16295175093308
1123,Product_123,Home,Mobile,Puma,571.79,821.8958042923043
1124,Product_124,Electronics,Laptop,Adidas,86.59,106.93627033263465
1125,Product_125,Sports,Mobile,Samsung,449.45,553.6888703389114
1126,Product_126,Beauty,Mobile,Adidas,771.59,1066.3361848164052
1127,Product_127,Sports,Cosmetics,Adidas,132.1,285.0682321817412
1128,Product_128,Beauty,Mobile,Adidas,720.86,847.9673584683223
1129,Product_129,Beauty,Fitness,Adidas,793.61,847.162120564941
1130,Product_130,Home,Cosmetics,Sony,96.14,388.90609601584435
1131,Product_131,Beauty,Cosmetics,Sony,712.18,737.7873796592309
1132,Product_132,Sports,Shoes,Puma,437.06,663.470463002028
1133,Product_133,Beauty,Mobile,Nike,729.89,965.0979453407823
1134,Product_134,Home,Shoes,Apple,478.49,566.7138804978827
1135,Product_135,Home,Furniture,Adidas,546.58,754.6163642116505
1136,Product_136,Sports,Laptop,Puma,457.83,503.8501604262292
1137,Product_137,Clothing,Cosmetics,Nike,698.37,790.3432346009823
1138,Product_138,Clothing,Furniture,Apple,600.43,841.0425567218342
1139,Product_139,Beauty,Furniture,LG,440.95,703.0621337693913
1140,Product_140,Electronics,Fitness,Samsung,701.12,891.4961955447416
1141,Product_141,Beauty,Laptop,Sony,233.96,395.87476090973513
1142,Product_142,Sports,Furniture,LG,168.01,232.61512577331447
1143,Product_143,Sports,Furniture,Apple,170.3,207.97052926216207
1144,Product_144,Sports,Laptop,LG,300.51,353.4517279725964
1145,Product_145,Sports,Laptop,Samsung,229.02,312.6800440269077
1146,Product_146,Sports,Furniture,Puma,747.57,863.2388605311379
1147,Product_147,Home,Laptop,Apple,129.38,256.03466714307643
1148,Product_148,Clothing,Furniture,LG,574.24,691.210095204921
1149,Product_149,Sports,Furniture,Sony,191.92,278.85549301523434
1150,Product_150,Electronics,Fitness,Sony,711.23,873.9527890904756
1151,Product_151,Electronics,Mobile,Nike,770.99,1022.0701103052111
1152,Product_152,Electronics,Furniture,LG,399.1,497.4169907720142
1153,Product_153,Electronics,Shoes,Adidas,709.3,993.1683653486252
1154,Product_154,Home,Cosmetics,LG,53.86,318.3942652826774
1155,Product_155,Electronics,Mobile,Puma,664.96,730.2539791785907
1156,Product_156,Sports,Mobile,Apple,221.47,461.62726789198643
1157,Product_157,Beauty,Mobile,Apple,731.53,912.4144670489746
1158,Product_158,Electronics,Fitness,Puma,50.84,229.48110140799722
1159,Product_159,Home,Furniture,LG,467.14,596.6319736562889
1160,Product_160,Home,Fitness,Puma,617.48,777.8028397709627
1161,Product_161,Electronics,Furniture,Samsung,244.02,375.23005768017913
1162,Product_162,Beauty,Fitness,Puma,194.85,365.97513325278396
1163,Product_163,Electronics,Fitness,Sony,113.07,308.896014776338
1164,Product_164,Home,Cosmetics,Puma,294.83,503.63506579453355
1165,Product_165,Clothing,Shoes,Apple,469.88,638.9747339166393
1166,Product_166,Sports,Fitness,Sony,136.88,358.87817885204487
1167,Product_167,Home,Cosmetics,Apple,332.52,392.0778537971416
1168,Product_168,Electronics,Laptop,Nike,56.8,136.15509745262676
1169,Product_169,Sports,Shoes,Adidas,664.01,913.2558011407956
1170,Product_170,Electronics,Fitness,Apple,146.34,256.6478337969962
1171,Product_171,Electronics,Mobile,Sony,262.51,288.92027099331364
1172,Product_172,Clothing,Laptop,Nike,63.82,126.88152190704871
1173,Product_173,Sports,Laptop,Apple,374.18,456.79204165896715
1174,Product_174,Sports,Cosmetics,Samsung,680.09,968.1404086104844
1175,Product_175,Clothing,Laptop,Puma,344.11,524.5616001006379
1176,Product_176,Home,Shoes,Adidas,184.62,465.78460733335135
1177,Product_177,Electronics,Fitness,Apple,615.27,796.3157381390549
1178,Product_178,Beauty,Fitness,Nike,641.61,795.8292432385986
1179,Product_179,Electronics,Mobile,Samsung,180.32,288.1637535343469
1180,Product_180,Electronics,Cosmetics,LG,628.14,817.9238644413451
1181,Product_181,Home,Mobile,Nike,760.47,819.4454468929084
1182,Product_182,Electronics,Laptop,Puma,174.78,446.29325564195767
1183,Product_183,Clothing,Mobile,Nike,628.24,618.24
1184,Product_184,Clothing,Shoes,Samsung,581.43,690.3388054054864
1185,Product_185,Sports,Fitness,Nike,405.18,691.9633077283625
1186,Product_186,Beauty,Laptop,Samsung,93.44,344.4962148763591
1187,Product_187,Electronics,Mobile,Apple,106.02,312.5859280338111
1188,Product_188,Electronics,Cosmetics,Samsung,689.31,743.4033351150769
1189,Product_189,Home,Shoes,Samsung,792.61,946.5155264534602
1190,Product_190,Clothing,Shoes,Adidas,557.04,718.7501153570902
1191,Product_191,Beauty,Mobile,Samsung,384.47,469.5843803423065
1192,Product_192,Sports,Fitness,Samsung,535.68,578.0703104206045
1193,Product_193,Clothing,Mobile,LG,495.8,733.2826165320739
1194,Product_194,Sports,Laptop,Apple,337.71,391.8798145948306
1195,Product_195,Home,Mobile,Puma,99.22,285.6214101572969
1196,Product_196,Home,Shoes,Adidas,666.13,948.3357686874249
1197,Product_197,Electronics,Mobile,LG,328.88,594.189453927452
1198,Product_198,Beauty,Fitness,Sony,664.09,761.8607346497931
1199,Product_199,Sports,Cosmetics,Apple,239.38,497.78561851435427
1200,Product_200,Clothing,Furniture,Apple,50.77,70.86310171373704
1201,Product_201,Home,Mobile,Sony,169.2,194.152586691712
1202,Product_202,Electronics,Fitness,Puma,401.4,590.1148858760022
1203,Product_203,Electronics,Fitness,Samsung,758.23,880.3735013604683
1204,Product_204,Sports,Cosmetics,LG,126.65,116.65
1205,Product_205,Home,Shoes,Nike,690.66,868.703505390087
1206,Product_206,Beauty,Fitness,Adidas,445.27,518.9690875657209
1207,Product_207,Home,Fitness,Nike,669.44,748.731498186334
1208,Product_208,Sports,Fitness,Sony,273.78,429.4684443652821
1209,Product_209,Sports,Fitness,Apple,679.96,911.1509924162817
1210,Product_210,Home,Laptop,Puma,629.62,823.0793703941246
1211,Product_211,Sports,Laptop,Apple,222.54,325.79941350631486
1212,Product_212,Home,Shoes,Adidas,148.5,288.99440970249793
1213,Product_213,Clothing,Mobile,Apple,701.04,768.8261323939995
1214,Product_214,Home,Fitness,Apple,772.43,813.3263480143828
1215,Product_215,Home,Cosmetics,Adidas,73.48,312.6348914083618
1216,Product_216,Sports,Mobile,LG,598.45,588.45
1217,Product_217,Sports,Cosmetics,LG,732.14,801.9145885983495
1218,Product_218,Electronics,Mobile,Adidas,693.02,906.6730555594094
1219,Product_219,Electronics,Shoes,Puma,773.39,966.4444688004121
1220,Product_220,Clothing,Fitness,Sony,620.07,817.36309528377
1221,Product_221,Electronics,Fitness,Apple,381.72,465.81048935705184
1222,Product_222,Home,Furniture,Puma,283.96,369.10075079755063
1223,Product_223,Sports,Cosmetics,Apple,290.56,372.384736339979
1224,Product_224,Electronics,Mobile,Sony,593.32,661.9707267854425
1225,Product_225,Electronics,Mobile,LG,609.38,812.9826283172638
1226,Product_226,Clothing,Laptop,Puma,200.27,457.7144478698324
1227,Product_227,Clothing,Furniture,Samsung,701.09,691.09
1228,Product_228,Home,Laptop,Samsung,586.19,827.9762174529521
1229,Product_229,Sports,Laptop,Samsung,472.06,605.4035601438559
1230,Product_230,Clothing,Laptop,LG,403.65,606.7912227041595
1231,Product_231,Electronics,Cosmetics,LG,457.42,576.6061473245369
1232,Product_232,Sports,Cosmetics,Sony,169.43,336.5712941512192
1233,Product_233,Sports,Shoes,Apple,202.78,357.6377570297615
1234,Product_234,Electronics,Shoes,Sony,118.37,187.89840064027925
1235,Product_235,Clothing,Laptop,Sony,165.24,293.6220528939766
1236,Product_236,Electronics,Furniture,LG,390.27,680.1402371350582
1237,Product_237,Sports,Mobile,Samsung,447.77,537.3724721601837
1238,Product_238,Beauty,Cosmetics,Nike,63.4,120.86504615825683
1239,Product_239,Beauty,Furniture,Apple,647.6,784.8025740547018
1240,Product_240,Home,Fitness,LG,270.63,511.92456604084146
1241,Product_241,Electronics,Cosmetics,Samsung,733.88,916.8815043383922
1242,Product_242,Electronics,Cosmetics,Puma,775.63,986.3029516267085
1243,Product_243,Home,Shoes,Nike,189.09,262.2045574889096
1244,Product_244,Home,Mobile,Nike,396.57,589.875494042162
1245,Product_245,Home,Mobile,LG,50.92,161.50011057521266
1246,Product_246,Sports,Fitness,Adidas,498.75,752.3549424673349
1247,Product_247,Electronics,Fitness,Apple,505.48,701.6836656830062
1248,Product_248,Sports,Cosmetics,Nike,235.65,311.3297577770829
1249,Product_249,Home,Laptop,LG,468.81,506.9026703563441
1250,Product_250,Electronics,Shoes,LG,219.16,251.09729860036916
1251,Product_251,Sports,Shoes,Samsung,170.62,294.61439894203943
1252,Product_252,Sports,Cosmetics,Puma,538.64,633.0783182632077
1253,Product_253,Home,Furniture,Adidas,294.44,495.3452345695023
1254,Product_254,Electronics,Laptop,Apple,492.7,652.5134737940131
1255,Product_255,Home,Cosmetics,Sony,374.94,469.4253978415066
1256,Product_256,Electronics,Laptop,Puma,788.26,850.0465778260493
1257,Product_257,Beauty,Laptop,Puma,162.19,217.8059335524859
1258,Product_258,Clothing,Laptop,Samsung,398.45,660.5549097993169
1259,Product_259,Clothing,Cosmetics,Nike,560.34,648.5138311533628
1260,Product_260,Clothing,Shoes,Nike,346.66,549.1389814150712
1261,Product_261,Home,Shoes,Samsung,781.02,1028.0120598361545
1262,Product_262,Beauty,Laptop,LG,591.42,783.3627671317261
1263,Product_263,Electronics,Furniture,Nike,542.74,803.4182648611448
1264,Product_264,Sports,Mobile,Adidas,617.79,747.6602420279728
1265,Product_265,Electronics,Cosmetics,Apple,764.49,1052.2322133817056
1266,Product_266,Sports,Mobile,Puma,730.86,788.1406011698672
1267,Product_267,Electronics,Furniture,Puma,593.21,641.8118683041107
1268,Product_268,Beauty,Cosmetics,Adidas,611.87,816.3038009380842
1269,Product_269,Sports,Laptop,Nike,159.44,443.4327195957133
1270,Product_270,Home,Shoes,Puma,127.09,373.57736925817187
1271,Product_271,Electronics,Mobile,Sony,478.18,519.5767206426544
1272,Product_272,Electronics,Fitness,Apple,63.78,162.0029599017206
1273,Product_273,Sports,Fitness,Apple,411.77,692.2592877545906
1274,Product_274,Home,Furniture,Puma,207.76,298.61636118421967
1275,Product_275,Home,Laptop,Samsung,309.51,548.2377186603374
1276,Product_276,Beauty,Mobile,Puma,631.85,882.8870148600371
1277,Product_277,Home,Laptop,Samsung,755.93,914.6565889690748
1278,Product_278,Home,Mobile,Puma,104.31,232.48769475752835
1279,Product_279,Home,Furniture,Sony,450.68,596.7148410775327
1280,Product_280,Clothing,Furniture,LG,711.9,795.4501144223019
1281,Product_281,Beauty,Fitness,Apple,111.88,380.9094565160764
1282,Product_282,Electronics,Laptop,Puma,668.39,814.5635038843322
1283,Product_283,Sports,Cosmetics,Sony,318.35,585.438643327708
1284,Product_284,Electronics,Fitness,Samsung,291.57,341.16417437375674
1285,Product_285,Beauty,Laptop,Samsung,783.1,1079.8170758800368
1286,Product_286,Sports,Fitness,Apple,200.64,344.7564644842131
1287,Product_287,Beauty,Cosmetics,Adidas,569.9,603.2926297103495
1288,Product_288,Home,Shoes,Puma,666.08,696.7261175064874
1289,Product_289,Sports,Shoes,Nike,80.89,309.8280320949148
1290,Product_290,Home,Shoes,Samsung,552.79,757.3199495770306
1291,Product_291,Electronics,Shoes,LG,763.66,1008.2565562757245
1292,Product_292,Electronics,Mobile,LG,143.16,192.66290950678567
1293,Product_293,Sports,Shoes,Samsung,722.17,752.1298427699535
1294,Product_294,Sports,Cosmetics,Adidas,496.08,658.482201045322
1295,Product_295,Beauty,Furniture,Adidas,512.45,640.9766648151756
1296,Product_296,Beauty,Furniture,Sony,509.71,659.0551422678676
1297,Product_297,Home,Mobile,LG,274.13,571.7747544836767
1298,Product_298,Sports,Shoes,Sony,751.4,1043.2099881477875
1299,Product_299,Electronics,Shoes,LG,760.51,1044.358309108494
1300,Product_300,Beauty,Shoes,Puma,518.98,508.98
1301,Product_301,Beauty,Fitness,Puma,637.57,756.9255808719294
1302,Product_302,Electronics,Laptop,Nike,509.19,644.5866604735761
1303,Product_303,Beauty,Fitness,Puma,413.3,587.1924922412989
1304,Product_304,Home,Laptop,Nike,545.62,798.1696477933551
1305,Product_305,Sports,Shoes,Puma,464.75,503.989593105115
1306,Product_306,Electronics,Shoes,Apple,498.11,636.9131280477686
1307,Product_307,Sports,Fitness,Puma,637.87,681.0029457685953
1308,Product_308,Beauty,Fitness,Sony,410.68,574.7841242405832
1309,Product_309,Beauty,Laptop,Samsung,80.57,352.2622307217459
1310,Product_310,Electronics,Furniture,Sony,173.0,412.0957788779026
1311,Product_311,Home,Laptop,Samsung,378.96,462.7558769120708
1312,Product_312,Clothing,Fitness,Adidas,593.62,886.8974378876619
1313,Product_313,Electronics,Cosmetics,Sony,494.96,701.8181114529999
1314,Product_314,Clothing,Fitness,Adidas,537.72,560.6397558312729
1315,Product_315,Clothing,Cosmetics,Nike,409.46,500.97577571186144
1316,Product_316,Home,Mobile,Nike,511.81,604.8097239775766
1317,Product_317,Clothing,Fitness,Apple,296.76,336.1512057600408
1318,Product_318,Clothing,Mobile,Puma,402.64,691.3914250612602
1319,Product_319,Home,Furniture,Sony,608.21,762.1214824812587
1320,Product_320,Clothing,Laptop,Adidas,703.87,974.6980872641269
1321,Product_321,Clothing,Cosmetics,Samsung,375.24,485.4603409644959
1322,Product_322,Clothing,Laptop,Nike,82.75,137.8153997211916
1323,Product_323,Electronics,Mobile,Puma,171.25,324.0641107737399
1324,Product_324,Electronics,Cosmetics,Nike,65.65,117.55785772000881
1325,Product_325,Electronics,Laptop,Samsung,539.95,696.0343408337112
1326,Product_326,Home,Fitness,Puma,299.24,576.9232107414341
1327,Product_327,Beauty,Shoes,Puma,456.86,622.6750797135796
1328,Product_328,Clothing,Mobile,Adidas,419.96,409.96
1329,Product_329,Clothing,Laptop,Adidas,111.14,174.99876235266632
1330,Product_330,Home,Mobile,Sony,352.45,384.6959752463914
1331,Product_331,Clothing,Mobile,Sony,215.42,266.44622941034595
1332,Product_332,Electronics,Cosmetics,LG,363.8,551.3888411916224
1333,Product_333,Beauty,Cosmetics,LG,202.68,249.2832757178453
1334,Product_334,Sports,Shoes,Apple,680.34,805.6180091835672
1335,Product_335,Clothing,Fitness,Nike,180.65,354.6757433282837
1336,Product_336,Electronics,Mobile,Sony,770.59,899.4127836163573
1337,Product_337,Sports,Laptop,Adidas,361.93,427.7614644102844
1338,Product_338,Beauty,Furniture,Samsung,684.68,781.3415661039497
1339,Product_339,Sports,Mobile,Adidas,521.57,801.4989091976016
1340,Product_340,Electronics,Mobile,Nike,601.51,810.7850371641795
1341,Product_341,Sports,Shoes,LG,625.79,784.6833948303682
1342,Product_342,Home,Fitness,Adidas,428.63,452.1901691963302
1343,Product_343,Sports,Furniture,Apple,457.48,755.3563121370516
1344,Product_344,Clothing,Cosmetics,Nike,435.5,643.5073817705002
1345,Product_345,Clothing,Cosmetics,LG,491.04,599.7782936565847
1346,Product_346,Home,Laptop,Samsung,72.05,338.24522479939475
1347,Product_347,Electronics,Furniture,LG,346.64,439.00085368170903
1348,Product_348,Clothing,Cosmetics,Puma,504.64,676.9646421711705
1349,Product_349,Beauty,Laptop,Apple,498.29,696.389813844351
1350,Product_350,Clothing,Fitness,Nike,644.72,726.6177440070439
1351,Product_351,Clothing,Laptop,Samsung,541.26,835.2112380641668
1352,Product_352,Electronics,Cosmetics,Apple,794.1,1023.5937336741193
1353,Product_353,Sports,Shoes,LG,262.89,439.0777031430996
1354,Product_354,Clothing,Shoes,Apple,319.36,389.92648748908425
1355,Product_355,Home,Shoes,Nike,337.89,372.9702979594473
1356,Product_356,Sports,Cosmetics,Sony,399.36,508.9767531058754
1357,Product_357,Beauty,Shoes,Apple,677.0,907.8924540557528
1358,Product_358,Electronics,Furniture,Puma,226.84,322.25276352456706
1359,Product_359,Beauty,Fitness,Apple,632.0,803.0757417387415
1360,Product_360,Sports,Laptop,LG,353.98,577.8052094846081
1361,Product_361,Sports,Laptop,LG,501.39,551.61424010101
1362,Product_362,Sports,Cosmetics,Samsung,524.41,736.2934445124445
1363,Product_363,Beauty,Shoes,LG,329.64,375.3638485588125
1364,Product_364,Sports,Shoes,Adidas,434.46,724.696327795559
1365,Product_365,Beauty,Mobile,Nike,359.77,516.520356418183
1366,Product_366,Sports,Fitness,Nike,101.85,164.03931015876566
1367,Product_367,Home,Furniture,Sony,377.87,493.73741808939303
1368,Product_368,Sports,Laptop,Sony,123.05,258.80660580267323
1369,Product_369,Beauty,Mobile,Nike,353.77,586.0618031014304
1370,Product_370,Clothing,Mobile,Puma,494.69,722.8486601014506
1371,Product_371,Sports,Cosmetics,Sony,484.56,675.9033414944527
1372,Product_372,Clothing,Laptop,Samsung,546.97,596.6305995163781
1373,Product_373,Home,Cosmetics,LG,121.45,183.8894240445486
1374,Product_374,Electronics,Furniture,Nike,539.09,585.3419377807559
1375,Product_375,Home,Mobile,Sony,284.11,465.71837932051403
1376,Product_376,Sports,Mobile,Nike,349.28,614.8787636231931
1377,Product_377,Clothing,Fitness,Adidas,693.49,834.9541434313361
1378,Product_378,Clothing,Furniture,Apple,56.77,121.80748870816893
1379,Product_379,Beauty,Mobile,LG,491.31,667.5618510417107
1380,Product_380,Clothing,Furniture,Nike,499.04,746.3306207223987
1381,Product_381,Beauty,Laptop,Apple,347.49,575.1693772236204
1382,Product_382,Electronics,Shoes,Sony,227.77,494.576218309006
1383,Product_383,Sports,Mobile,Apple,226.01,323.822587229683
1384,Product_384,Beauty,Fitness,LG,712.78,787.087082834977
1385,Product_385,Electronics,Laptop,Nike,381.52,647.8686160637428
1386,Product_386,Clothing,Furniture,Adidas,298.17,502.28688757784647
1387,Product_387,Clothing,Cosmetics,Puma,386.58,493.64010040211514
1388,Product_388,Electronics,Laptop,Sony,552.04,779.8974541603026
1389,Product_389,Clothing,Mobile,Nike,159.32,407.553147654503
1390,Product_390,Electronics,Furniture,LG,387.08,579.273907295517
1391,Product_391,Beauty,Shoes,Sony,490.91,703.5175507663762
1392,Product_392,Beauty,Laptop,Samsung,761.44,886.5127732439466
1393,Product_393,Electronics,Mobile,Apple,239.4,410.23478685605096
1394,Product_394,Beauty,Fitness,Puma,319.44,486.2045678033254
1395,Product_395,Beauty,Cosmetics,LG,334.52,591.9733815166161
1396,Product_396,Beauty,Furniture,Samsung,504.15,759.3399144790111
1397,Product_397,Home,Laptop,Nike,317.55,570.7005314171721
1398,Product_398,Sports,Laptop,Adidas,450.13,473.21885199349043
1399,Product_399,Clothing,Shoes,Sony,636.34,866.2127356512888
1400,Product_400,Home,Shoes,Apple,579.04,811.4693892310813
1401,Product_401,Beauty,Fitness,Sony,384.78,594.7260703994397
1402,Product_402,Electronics,Cosmetics,Puma,698.16,929.9141042096066
1403,Product_403,Beauty,Fitness,Nike,468.61,724.3617040190784
1404,Product_404,Sports,Mobile,Sony,454.93,606.6193351485
1405,Product_405,Beauty,Mobile,Apple,75.64,236.21405977676523
1406,Product_406,Electronics,Fitness,Nike,790.02,844.9399359351893
1407,Product_407,Sports,Cosmetics,Sony,142.23,270.1352472532613
1408,Product_408,Beauty,Fitness,Adidas,223.35,423.4922503752996
1409,Product_409,Sports,Cosmetics,LG,88.77,327.28193732123685
1410,Product_410,Clothing,Cosmetics,Nike,530.0,610.818547353539
1411,Product_411,Clothing,Furniture,LG,218.53,277.1204117645859
1412,Product_412,Beauty,Cosmetics,Nike,185.01,390.66176126013784
1413,Product_413,Sports,Shoes,Adidas,116.42,136.94636738697497
